ID,EN
331,cumulative pension entitlement
333,Curaçao
1075,currency adjustment
4798,currency area
204,currency convertibility
5296,custody
528,customary law
6010,customers
502,customs
4098,customs and traditions
5545,customs cooperation
5583,customs debt
491,customs document
3176,customs drawback
4078,customs duties
1069,customs formalities
3948,customs fraud
1232,customs harmonisation
4079,customs inspection
3174,customs procedure suspending duties
5820,customs profession
3156,customs regulations
4380,customs tariff
3178,customs territory (EU)
4500,customs transit
4600,customs union
4645,customs valuation
812,customs warehouse
3293,cybernetics
334,Cyclades
3840,cycle and motorcycle industry
2385,cycle track
1038,cyclical fluctuation
5975,cyclical unemployment
5565,cyclone
5989,Cyprus
c_99e6dc30,Cyprus question
5303,cytology
4411,Czechoslovakia
5860,Czech Republic
4639,dairy cow
944,dairy farm
303,dairy ice cream
1406,dairy industry
2989,dairy production
7991,Dalarna county
497,damage
499,damages
8523,Dâmbovita
4308,dangerous substance
4821,database
5920,database management system
6030,data collection
4488,data processing
3028,data-processing law
5181,data protection
773,data recording
4502,data transmission
6210,deadline for payment
3658,dealer
5291,death
1389,death grant
2314,death penalty
5582,debt
1300,debt reduction
340,decentralisation
c_8f1cd55b,decentralised cooperation
2426,deciduous tree
348,decision
349,decision (EU)
2629,decision-making
5762,decision-making body (EU)
5567,declaration of Community interest
5849,declining industrial region
359,decolonisation
3735,decommissioning of power stations
2877,decontamination
2726,decorative item
364,decree
5869,deduction at source
5442,deepening of the European Union
4340,deep-freezing
2782,deep-frozen product
2306,deep-sea fishing
3950,defamation
3643,defective product
5053,defence budget
3447,defence expenditure
2464,defence policy
6380,defence statistics
369,deflation
3157,defoliation
339,deforestation
371,degradation of the environment
2060,degree of pollution
417,dehydration
440605,delegated decision
440657,delegated directive
1593,delegated legislation
440710,delegated regulation
3038,delegation of power
8421,deliberative democracy
374,delinquency
2686,delivered price
1684,delivery
3004,demerger
5957,demilitarised zone
381,democracy
6287,democratic deficit
2252,Democratic Party
4779,Democratic Republic of the Congo
383,democratisation
384,democratisation of education
1773,demographic analysis
385,demography
6357,demotion
386,denaturing
336,Denmark
782,denominational education
3287,dental medicine
3593,dentist
390,department (France)
5390,dependant
6542,dependence of elderly persons
3677,dependent territory
404,depoliticisation
405,depopulation
406,deportee
1975,deposit money
5533,deposit on a polluting product
2631,deprivation of rights
6740,deprived urban area
4694,Deputy Speaker of Parliament
410,deregulation
5581,derogation from EU law
3314,descendant
415,desert
416,desertification
2752,desiccated product
731,designated employment
3173,designation of origin
3663,designs and models
3098,destination of transport
420,destruction of crops
3973,detention before trial
472,deterrent
426,devaluation
2295,developing countries
3077,development aid
3729,Development Assistance Committee
4806,development bank
2393,development plan
2465,development policy
2569,development potential
3047,development region
5337,development worker
361,devolution
434,diabetes
6540,diaspora
436,dictatorship
438,dictionary
4135,dictionary of abbreviations
6824,diesel engine
3772,diesel fuel
2753,dietary product
6297,diffusion of innovations
8470,digital archiving
c_471a61cf,digital contract
7939,digital divide
8453,digital evidence
437655,digital literacy
c_f53bfc88,digital rights management
c_6f7bbe63,digital single market
7219,digital technology
6191,digitisation
2048,Dillon Round
446,diploma
5670,diplomatic immunity
3578,diplomatic profession
2835,diplomatic protection
7935,diplomatic protocol
3206,diplomatic relations
3367,diplomatic representation
2227,direct applicability
277,direct cost
8422,direct democracy
1491,direct investment
448,directive
449,directive (EU)
5377,directly-elected chamber
3342,directory
4669,direct selling
1313,direct tax
3412,disability insurance
1231,disabled person
1764,disaffection of young people
411,disarmament
4802,disaster area
2309,discarded fish
5705,disc drive
2700,disciplinary proceedings
5334,disclosure of information
858,discounting
3230,discount rate
4667,discount sale
1733,discount store
2583,discretionary power
6254,discrimination based on disability
5592,discrimination on the basis of nationality
6231,discrimination on the basis of sexual orientation
2666,discriminatory price
5719,disease of the nervous system
1854,disease prevention
5951,disease vector
6770,disinformation
1646,dismissal
5422,display
6130,Dispute Settlement Body
442,dissemination of culture
5589,dissemination of EU information
441,dissemination of information
470,dissidence
471,dissolution of parliament
779,distance learning
4673,distance selling
473,distillation
815,distribution business
3327,distribution by age
3337,distribution by sex
267,distribution cost
3295,distribution of aid
5856,distribution of EU funding
3319,distribution of income
3304,distribution of production
5266,distribution of schools
3298,distribution of the tax burden
3045,distribution of votes
3310,distribution of wealth
3333,distribution per employed person
474,distributive trades
3218,distributor
1351,divergence indicator
480,diversification of exports
5712,dividing up of land
363,division into constituencies
5855,division of powers
2249,division of property
483,divorce
2334,divorced person
484,Djibouti
6260,DNA
8318,Dobrich region
3594,doctor
486,document
5109,document acquisition
297,documentary credit
774,documentary reference recording
4168,documentary tool
494,documentation
5356,documentation centre
489,document for discussion at a sitting
1350,document indexing
6188,document management
2918,document retrieval
4295,document storage
495,Dodecanese
8552,Doha Round
8534,Dolj
8303,dolphin
1919,domestic animal
146,domestic consumption
1806,domestic market
2508,domestic policy
2768,domestic product
10,domestic trade
6557,domestic violence
4141,domestic waste
2565,dominant position
496,Dominica
3415,Dominican Republic
500,donation
2294,donor country
4665,door-to-door selling
3975,double-ballot voting system
504,double taxation
5198,downloading
2799,draft budget
5825,draft budget (EU)
5606,drafting of EU law
510,drainage
1908,draught animal
875,drawing up of the budget
5620,drawing up of the EU budget
509,dredging
511,Drenthe
2962,dried product
1060,drilling
1831,drilling equipment
1566,drinking milk
607,drinking water
2349,drivers
5324,driving instruction
2325,driving licence
467,driving mechanism
3116,driving period
c_681e6d24,drone
6905,dropout
3988,drought
4475,drug addiction
c_7951978e,drug residue
5752,drugs classification
5916,drug surveillance
3355,drug traffic
2536,dry farming
505,dual nationality
5461,dual-use good
5928,dual-use technology
503,Dubai
588,dumping
3132,dumping of waste
4879,durable goods
5000,durum wheat
2572,dust
5586,duties of civil servants
4672,duty-free sale
6038,dyestuff
1381,dyestuffs industry
8365,EAC countries
168,EADI
5344,EAEC
350,EAEC Decision
4019,EAEC Directive
4037,EAEC Joint Undertaking
4024,EAEC opinion
2931,EAEC recommendation
3106,EAEC Regulation
4482,EAEC Treaty
450658,EAFRD
450652,EAGF
978,EAGGF
979,EAGGF Guarantee Section
980,EAGGF Guidance Section
2594,early childhood
696,early election
2625,early fruit and vegetables
3626,early retirement
6902,early-stage capital
5890,earthquake
3757,earths and stones
3952,earth sciences
3938,easement
357,East Africa
5107,East African Community
2291,Eastern Bloc countries
c_de77a2c0,Eastern Croatia
6247,Eastern Finland
7892,Eastern Macedonia and Thrace
1765,Eastern Malaysia
c_6547ccb7,Eastern Partnership
6238,East Middle Sweden
1905,East Midlands
596,East of England
4461,East Timor
2485,East-West policy
3223,East-West relations
8,East-West trade
1225,eating habits
5460,EBRD
4035,EC Accession Treaty
3978,EC action to establish liability
2346,EC category B staff
2347,EC category C staff
2348,EC category D staff
7342,ecclesiastical council
5726,EC conformity marking
4014,EC Decision
4015,EC Directive
6255,ECHO
2164,EC institutional body
6358,Ecofin
5696,eco-label
844,ecological balance
8471,ecological tourism
633,ecologism
632,ecology
2007,ecology movement
2254,Ecology Party
634,econometrics
3083,economic accounts for agriculture
5992,economic activity
536,economic aggregate
2928,economic agreement
899,economic aid
1800,economic analysis
c_2d0e694e,Economic and Financial Committee
4602,Economic and Monetary Union
5499,economic and social cohesion
6159,Economic Community of Central African States
5341,Economic Community of West African States
69,economic concentration
84,economic conditions
3086,economic consequence
4283,economic contingency stock
202,economic convergence
3066,economic conversion
209,economic cooperation
335,economic cycle
427,economic development
455,economic discrimination
461,economic disparity
1040,economic fluctuation
2616,economic forecasting
1149,economic geography
c_6cfce4be,economic governance (EU)
310,economic growth
1345,economic independence
1352,economic indicator
5673,economic infrastructure
5682,economic instrument for the environment
1463,economic integration
6120,economic intelligence
1472,economic interdependence
1200,Economic Interest Grouping
4077,economic liberalism
1955,economic model
574,economic offence
2402,economic planning
2497,economic policy
2627,economic priority
2910,economic recession
2933,economic reconstruction
3400,economic recovery
5840,economic reform
3058,economic region
3219,economic relations
3533,economic resources
3901,economic rights
3933,economics
3870,economic sanctions
4006,economic sector
5146,economic situation
4250,economic stabilisation
4254,economic stagnation
4262,economic statistics
4302,economic structure
712,economic support
770,economic survey
3013,economic system
358,economic take-off
6143,economic transition
4601,economic union
6786,economic value
641,economies of scale
637,economy
4457,EC opinion
3709,Ecosoc
664,ecosystem
5302,Ecowas countries
4020,EC recommendation
4022,EC Regulation
5327,ECSC
852,ECSC aid
352,ECSC general Decision
353,ECSC individual Decision
2592,ECSC levy
2608,ECSC loan
5057,ECSC operating budget
4026,ECSC opinion
2930,ECSC recommendation
4480,ECSC Treaty
6333,Ecu
841,Ecuador
4055,EDF
668,education
48,educational administration
5176,educational exchange
2196,educational guidance
873,educational institution
2397,educational planning
2973,educational reform
4357,educational system
5175,education budget
269,education costs
1380,education grant
675,education of foreigners
5603,education of young offenders
2467,education policy
5905,education statistics
5531,EEA Council
5504,EEA Joint Committee
5505,EEA Joint Consultative Committee
5681,EEA joint institution
5510,EEA joint parliamentary committee
4481,EEC Treaty
6327,EFICS
176,EFTA
187,EFTA countries
6101,EFTA Court
2121,egg
2212,egg product
690,Egypt
c_31da5694,e-Health
2607,EIB loan
2333,elderly person
695,election
5097,election campaign
2808,election campaign publicity
1082,election expenses
1013,election financing
3035,election monitoring
2796,election programme
3037,election result
1778,elective office
1359,electoral alliance
5276,electoral deposit
1093,electoral fraud
558,electoral law
2880,electoral quota
6890,electoral reform
1679,electoral register
4367,electoral system
706,electorate
747,electrical energy
1401,electrical engineering
1833,electrical equipment
3783,electrical industry
2693,electrical process
3859,electric cable
5410,electricity storage device
477,electricity supply
3864,electric machinery
4656,electric vehicle
707,electrochemistry
3865,electro-magnetic equipment
5319,electromagnetic interference
708,electrometallurgy
3248,electronic banking
6089,electronic commerce
50,electronic component
2192,electronic device
6767,electronic document
6189,electronic document management
849,electronic equipment
c_e2de1ffd,electronic game
6894,electronic government
3010,electronic mail
1971,electronic money
6110,electronic publishing
709,electronics
6370,electronic signature
1400,electronics industry
4755,electronic voting
6411,electronic waste
710,electrotechnology
5561,eligibility criteria
5847,eligible region
1419,elimination of illiteracy
691,El Salvador
719,emancipation
5432,embassy
5608,embryo and foetus
881,emergency aid
6741,emergency medical treatment
724,emigration
725,Emilia-Romagna
434966,emission allowance
434843,emission trading
735,employer
5521,employers' confederation
2279,employers' organisation
723,employment aid
6346,Employment Committee (EU)
2468,employment policy
4113,employment service
3537,employment statistics
4299,employment structure
5729,EMS exchange-rate mechanism
4137,encyclopaedia
1758,endemic disease
5720,endocrine disease
3716,ENEA
4886,energy audit
142,energy consumption
203,energy conversion
435164,energy cooperation
308,energy crisis
6320,energy crop
378,energy demand
475,energy distribution
6697,energy diversification
6700,energy efficiency
3741,energy-generating product
5861,energy grid
3737,energy industry
534,energy law
2498,energy policy
2715,energy production
2945,energy recovery
2917,energy research
3538,energy resources
642,energy saving
1685,energy site
4293,energy storage
2312,energy supply
4420,energy technology
4507,energy transport
4629,energy use
930,enforcement of ruling
1994,engine
1435,engineer
2206,engineering structure
5438,England
1776,English Channel
291,English-speaking Africa
6274,enhanced cooperation
3939,enjoyment of rights
6704,enlargement of an international organisation
4057,enlargement of the Union
3542,entrepreneur
6749,entrepreneurship
5546,environmental cooperation
c_bb1a60eb,environmental cost
6396,environmental economics
6397,environmental education
3139,environmental impact
8550,environmental indicator
c_165899a6,environmental industry
535,environmental law
6401,environmental liability
3140,environmental monitoring
5571,environmental offence
2470,environmental policy
2825,environmental protection
2919,environmental research
4074,environmental risk prevention
5754,environmental standard
6402,environmental statistics
5839,environmental tax
6111,enzyme
5131,EP assent
19,EP Committee
5128,EP delegation
837,epidemic
838,epidemiology
839,Epirus
4473,EP opinion
3494,EP resolution
7928,EPSO
689,equality before the law
687,equal pay
688,equal treatment
1218,Equatorial Guinea
4792,equatorial zone
842,equidae
264,equipment cost
8472,equitable tourism
854,equivalence of diplomas
855,ergonomics
5617,Eritrea
3158,erosion
5129,ESC opinion
6378,espionage
5366,ESRO
6788,essential oil
6106,established right
871,establishment
6117,establishment of peace
5619,Estonia
3154,estuary
890,ethanol
1989,ethics
891,Ethiopia
6376,ethnic cleansing
5528,ethnic conflict
3910,ethnic discrimination
1202,ethnic group
6394,ethnography
6095,ETSI
6725,EU Accession Treaty
5258,EU act
5413,EU action
5418,EU activity
1789,EU agricultural market
6048,EU agriculture committee
862,EU aid
c_c565cff5,EU banking union
2163,EU body
5761,EU body for police and judicial cooperation
738,EU borrowing
438855,EU budget
6286,EU Charter of Fundamental Rights
c_2e08d60f,EU civilian mission
36,EU competence
435330,EU competition policy
4125,EU control
6053,EU Council committee
5806,EU Council Presidency
5842,EU customs procedure
435007,EU emission allowance
434880,EU Emissions Trading Scheme
2454,EU employment policy
5794,EU environmental policy
5576,EU expenditure
1460,EU financial instrument
1005,EU financing
5844,EU financing arrangements
6744,eugenics
5675,EU growth strategy
3617,EU industrial policy
5674,EU initiative
1451,EU institution
1490,EU investment
525,EU law
435196,EU law - international law
5127,EU law - national law
4017,EU legal system
441716,EU loan
1795,EU market
5283,EU Member State
6541,EU migration policy
8475,EU Military Committee
8482,EU military mission
8477,EU Military Staff
3526,EU national
8476,EU-NATO cooperation
5769,EU office or agency
3032,EU Official Journal
5552,EU police cooperation
8481,EU police mission
2451,EU policy
6218,EU policy - national policy
2713,EU production
5315,EU programme
2860,EU publication
2610,Euratom loan
388,Euratom Supply Agency
c_8c634c9b,EU reference laboratory
2516,EU regional policy
3654,Eureka
4040,EU relations
4054,EURES
3656,EU research policy
c_1c478aa5,EU restrictive measure
6334,Euribor
665,euro
4123,Euro-Arab cooperation
6151,euro area
5478,Euro-Atlantic Partnership Council
903,Eurobond
905,Eurocommunism
906,Eurocontrol
5557,Eurocorps
900,Eurocredit
901,Eurocurrency
902,Eurodollar
3717,Eurofound
8429,Eurogroup (euro area)
908,Eurogroup (NATO)
6723,Eurojust
904,Euromarket
3505,Euro-missile
909,Europe
4369,European accounting system
5425,European agency
7221,European Agency for Reconstruction
5427,European Agency for Safety and Health at Work
c_8a658bb0,"European Agency for the Operational Management of Large-Scale IT Systems in the Area of Freedom, Security and Justice"
6309,European agricultural model
6256,European Anti-fraud Office
3452,European arms policy
6724,European arrest warrant
6547,European association
5406,European Association Agreement
4046,European Association for Cooperation
421,European Association of National Productivity Centres
447958,European Asylum Support Office
3715,European Atomic Energy Society
5193,European audiovisual area
7937,European Aviation Safety Agency
c_047e5912,European Banking Authority
8488,European Barge Union
3720,European Broadcasting Union
5455,European Central Bank
445259,European Central Bank opinion
7983,European Centre for Disease Prevention and Control
8395,European Centre for Parliamentary Research and Documentation
6207,European Centre of Enterprises with Public Participation
5485,European charter
7984,European Chemicals Agency
c_c4c48e5c,European citizens' initiative
5491,European citizenship
5284,European Civil Aviation Conference
5130,European civil service
4038,European Commission
4044,European Commissioner
6093,European Committee for Standardisation
5508,European Committee of the Regions
26,European Communities
5343,European Community
4202,European company
5523,European conference
5347,European Conference of Ministers of Transport
7127,European Constitution
6711,European Consumer Centres Network
3472,European convention
5326,European Convention on Human Rights
210,European cooperation
6757,European cooperative
128,European Council
256,European Court of Auditors
257,European Court of Human Rights
6562,European cultural event
6332,European currency
7927,European Data Protection Supervisor
7982,European Defence Agency
2499,European defence policy
2326,European driving licence
6054,European Economic and Social Committee
5618,European Economic Area
5658,European Economic Interest Grouping
697,European election
4368,European electoral system
6347,European Employment Strategy
6079,European Energy Charter
5310,European Environment Agency
447472,European External Action Service
8284,European Fisheries Control Agency
452085,European fisheries fund
7126,European Food Safety Authority
450898,European Forest Institute
6326,European forestry policy
5641,European foundation
c_d08207d1,European Fund for Strategic Investments
8549,European Globalisation Adjustment Fund
447660,European GNSS Agency
6559,European identity
3616,European industrial area
447756,European Institute for Gender Equality
447795,European Institute of Innovation and Technology
5679,European Institute of Public Administration
c_f5ed5adb,European Insurance and Occupational Pensions Authority
1464,European integration
4838,European Investment Bank
5645,European Investment Fund
8430,europeanisation
448275,European Joint Undertaking
860,European judicial area
5700,European language
6161,European League for Economic Cooperation
5910,European legal status
c_4e3beee2,European Maritime and Fisheries Fund
7936,European Maritime Safety Agency
5426,European Medicines Agency
4437,European Monetary Agreement
973,European Monetary Cooperation Fund
1058,European Monetary Fund
5680,European Monetary Institute
4370,European Monetary System
5757,European Monitoring Centre for Drugs and Drug Addiction
2008,European Movement
437422,European Neighbourhood and Partnership Instrument
7932,European neighbourhood policy
7938,European Network and Information Security Agency
1048,European official
2140,European Ombudsman
2187,European organisation
2243,European Parliament
2255,European party
2272,European passport
5043,European patent
2123,European Patent Office
4603,European Payments Union
4070,European political cooperation
5948,European Political Union
8427,European private law
5848,European Region
1056,European Regional Development Fund
628,European school
c_e9845504,European School of Administration
c_96124aaf,European Securities and Markets Authority
3453,European security
c_9a1bc51d,European Semester
6113,European social area
5060,European social budget
5395,European Social Charter
4056,European Social Fund
3346,European social policy
2829,European Space Agency
c_062f6587,European Stability Mechanism
3646,European standard
6091,European standardisation body
c_b54dc55a,European Structural and Investment Funds
5312,European symbol
c_a3b85311,European Systemic Risk Board
5883,European System of Central Banks
6342,European tax cooperation
3019,European television
c_2a1a9fdc,European territorial cooperation
5370,European Trade Union Confederation
1449,European Trade Union Institute
5642,European Training Foundation
4479,European treaties
820,European undertaking
4060,European Union
6219,European Union Agency for Fundamental Rights
7985,European Union Agency for Railways
7953,European Union Institute for Security Studies
6128,European Union Intellectual Property Office
4063,European Union membership
7954,European Union Satellite Centre
c_e548b67f,European Union Solidarity Fund
3718,European University Institute
6084,European Works Council
5630,Europol
907,Euroright
8409,euroscepticism
2198,Eurostat
c_d1f03d01,Eurosystem
5177,Eurydice
4183,EU situation
5772,EU sponsorship
c_d6ede0c7,EU sport policy
4258,EU statistics
4281,EU stock
c_59f9c651,EU strategy
6160,Eutelsat
6277,euthanasia
3666,EU trade mark
916,eutrophication
598,EU waters
7199,evacuation of the population
6263,evaluation method
919,evaluation of resources
4434,evidence
925,examination
182,exchange control
616,exchange of information
617,exchange of publications
2240,exchange parity
2486,exchange policy
4390,exchange rate
1850,exchange-rate mechanism
3227,exchange restriction
2151,exchange transaction
1015,excise duty
6372,exclusion from an international organisation
1473,exclusion from public-sector employment
927,exclusion from treatment (EU)
478,exclusive distribution agreement
4791,exclusive economic zone
3006,exclusive purchasing agreement
5080,executive
441001,executive agency
3062,executive body
39,executive competence
2584,executive power
1091,exemption from customs duties
931,exemption from restrictive-practice authorisation
840,exhaustion of resources
5476,expansion card
3540,expatriate worker
392,expenditure
4255,experimental farm
3668,experiment on humans
5633,expert's report ordered by a court
356,explanation of voting
941,exploitation of resources
3137,exploitation of the sea-bed
940,exploitation of the seas
945,explosive
946,export
3190,export (EU)
745,export aid
287,export credit
3187,export credit insurance
5843,export customs procedure
1010,export financing
1402,export industry
3166,export levy
1642,export licence
5542,export monitoring
947,export of capital
5336,export of waste
2487,export policy
2634,export price
3568,export refund
3577,export restriction
2912,export revenue
4310,export subsidy
4399,export tax
4737,expressway
948,expropriation
6900,expulsion from housing
1869,ex-serviceman
624,extensive farming
5649,external border of the EU
4030,external competence (EU)
423,external debt
3998,extra-atmospheric space
398,extra-budgetary expenditure
3765,extraction of oil
953,extradition
618,extra-EU trade
6178,extranet
5054,extraordinary budget
7376,extra-parliamentary party
951,extra-territoriality
6622,extraterritorial jurisdiction
869,Extremadura
955,extreme left
954,extreme right
5634,extremism
6888,extremist party
8447,eye disease
5636,facilities for the disabled
4425,facsimile
5744,fact-finding mission
5147,factor of production
1441,failure to report for duty
6364,fair trade
1771,Falkland Islands
1521,fallow
965,family
2604,family benefit
821,family business
967,family by marriage
942,family farming
540,family law
1912,family migration
2398,family planning
2501,family policy
3305,family protection
6539,family solidarity
1739,family worker
3886,fancy leather goods and glove-making industry
968,FAO
956,Far East
3424,farm accountancy data network
1898,farm animal
2971,farm development plan
936,farmer
3679,farmers' income
2010,farmers' movement
1865,farm household
3682,farm income
6312,farming project
5886,farming sector
4358,farming system
4613,farm lease
1958,farm modernisation
2639,farm prices
4236,farm price support
2667,farm rent
2984,farm return
1294,Faroe Islands
971,Fascism
239,fats
768,fattening
894,feasibility study
5378,federal chamber
3042,federalism
5623,federal State
7198,Federated States of Micronesia
1579,Federation State
977,female migrant
5977,female unemployment
3530,female work
1740,female worker
1573,fermented milk
3837,ferro-alloy
1883,ferrous metal
985,ferryboat
764,fertiliser
1382,fertiliser industry
974,fertility
6305,field research
5668,FIFG
1708,fight against crime
5225,fight against insects
3518,fight against unemployment
1709,fight against wastage
5453,fighter aircraft
993,Fiji
1363,film industry
5183,film production
145,final consumption
1698,finance act
3247,finance house
55,financial accounting
3186,financial agreement
922,financial aid
1811,financial analysis
c_0e4239f5,financial audit
4282,financial autonomy
5537,financial compensation of an agreement
189,financial control
211,financial cooperation
c_a18525ab,financial derivative
2319,financial equalisation
1452,financial institution
1459,financial instrument
4120,financial interests of members
1485,financial intervention
560,financial legislation
2355,financial loss
1164,financial management
1804,financial market
2787,financial occupation
2403,financial planning
2502,financial policy
5827,financial protocol
3119,financial regulation
4855,financial requirements
c_dcf3f7c0,financial risk
8469,financial services
4187,financial situation
3942,financial solvency
c_3e6af2e7,financial stability
4263,financial statistics
c_8f89faac,financial supervision
4491,financial transaction
933,financial year
1000,financing
5926,financing level
1952,financing method
1008,financing of aid
3258,financing of the EU budget
2394,financing plan
2466,financing policy
1549,fine
4837,fine arts
1019,Finland
1335,fire
3434,firearms and munitions
1706,fire protection
8435,fireworks
4193,firm governed by commercial law
3288,first aid
2593,first job
198,first Lomé Convention
5804,first stage of EMU
7213,First World War
3987,fiscal court
1985,fiscal monopoly
2504,fiscal policy
2435,fish
6124,fish disease
2476,fisheries policy
5913,fisheries structure
2311,fisherman
1159,fishery management
3000,fishery produce
2718,fishery product
2921,fishery research
3544,fishery resources
2384,fish farming
2556,fishing agreement
4790,fishing area
5229,fishing controls
1035,fishing fleet
1652,fishing grounds
1372,fishing industry
3001,fishing licence
997,fishing net
2329,fishing permit
2561,fishing port
5228,fishing regulations
c_cb1ce6ff,fishing revenue
544,fishing rights
2323,fishing season
4260,fishing statistics
4829,fishing vessel
1265,fish oil
2732,fish product
1678,fixed party list
1025,fixing of prices
4103,flag
2283,flag of convenience
3061,Flanders (Belgium)
3801,flat product
1315,flat-rate tax
4714,flavoured wine
2658,flavouring
1667,flax
5514,Flemish Community
5637,Flevoland
1259,flexible working hours
4393,floating rate
1440,flood
3690,floor coverings
1031,floriculture
1943,flour milling
1816,fluctuation margin
1042,fluorine
4854,fodder
4857,fodder beet
5363,fodder cereals
320,fodder-growing
2412,fodder plant
6052,food additive
807,food aid
7222,Food and Veterinary Office
c_28750470,food-borne disease
5361,food cereals
5967,food chemistry
6039,food colouring
140,food consumption
2531,food contamination
181,food control
741,food emulsifier
393,food expenditure
1175,food fat
1279,food hygiene
1360,food industry
1442,food inspection
5689,food poisoning
2446,food policy
132,food preserving
2640,food price
4498,food processing
2710,food production
465,food resources
6569,food safety
2318,food shortage
2078,food standard
2735,foodstuff
1590,foodstuffs legislation
4311,food substitute
6789,food supplement
4416,food technology
c_fa0acac6,food waste
994,foot-and-mouth disease
1368,footwear industry
3053,forced disappearance
8448,forced marriage
1913,forced migration
2949,force reduction
3441,forces abroad
737,foreign aid
5240,foreign capital
433,foreign currency
819,foreign enterprise
1799,foreign exchange market
3449,foreign-exchange reserves
1492,foreign investment
1581,foreign language
1803,foreign market
4003,foreign national
2500,foreign policy
898,foreign student
3340,foreign tourism
9,foreign trade
5732,forensic medicine
1063,forest
6325,forest certification
5219,forest conservation
1068,forest plantation
6721,forest ranger
1513,forestry development
651,forestry economics
2992,forestry group
943,forestry holding
563,forestry legislation
2505,forestry policy
2995,forestry property
2920,forestry research
6331,forestry statistics
8433,forgery of documents
1076,form
149,formation of a party
5434,former GDR
5437,former socialist countries
4776,former South Yemen
5435,former USSR
5713,Former Yugoslav Republic of Macedonia
4720,fortified wine
6907,forum
2822,forward studies
6045,fossil fuel
1051,foundation
5318,fourth Lomé Convention
1379,framework agreement
7194,framework decision
8454,Framework Programme for Research and Development
1085,France
1089,Franche-Comté
1090,franchising
c_fd848a9f,Franco-German relationship
1092,fraud
5648,fraud against the EU
1096,Frederiksberg municipality
1097,Frederiksborg (county)
2672,free-at-frontier price
1637,free circulation
1635,free competition
3229,free credit
1625,freedom of assembly
1618,freedom of association
1621,freedom of communication
1619,freedom of expression
3906,freedom of movement
1623,freedom of navigation
1620,freedom of opinion
1628,freedom of religious beliefs
1636,freedom of self-determination
1622,freedom of the press
3996,freedom of the seas
5708,freedom of the skies
1626,freedom of trade
1638,freedom to provide services
1627,freedom to work
785,free education
1181,free medical care
1630,free movement of capital
1631,free movement of goods
1633,free movement of persons
5194,free movement of programmes
1634,free movement of workers
2671,free-on-board price
2678,free price
713,free-range farming
4122,free service
2275,free-trade agreement
4789,free-trade area
7220,Free Trade Area of the Americas
2764,freeze-dried product
1715,freeze-drying
109,freezing
4793,free zone
1099,freight rate
1220,French Guiana
1087,French overseas collectivity
1086,French overseas department and region
2547,French Polynesia
8374,French Southern and Antarctic Territories
332,French-speaking Africa
5515,French-speaking Community
2032,French West Indies
1112,fresh cheese
2438,fresh fish
1119,fresh fruit
4689,fresh meat
5232,fresh product
1608,fresh vegetable
602,freshwater
c_3897ba70,freshwater ecosystem
2436,freshwater fish
2305,freshwater fishing
1101,Friesland
4796,frigid zone
3556,fringe benefit
1100,Friuli-Venezia Giulia
8439,Frontex
1114,frontier
1914,frontier migration
3064,frontier region
4558,frontier worker
2743,frozen product
1115,fruit
322,fruit-growing
1552,fruit juice
2730,fruit product
1605,fruit vegetable
6043,fuel
2382,fuel cell
776,fuel enrichment
3773,fuel oil
3631,fuel reprocessing
4407,fuel tax
5013,fuel wood
2427,full employment
4547,full-time employment
c_16b63d4f,functional food
1052,fund (EU)
5298,fundamental particle
1020,Funen (county)
5439,fur-bearing animal
1077,furnace
1393,furniture industry
1787,futures market
c_a02d5941,G20
1124,Gabon
8312,Gabrovo region
454784,Galapagos Islands
8531,Galati
1127,Galicia
1128,Gambia
442958,gambling addiction
1167,game animal
2954,game meat
1527,game of chance
3334,gaming
3335,gaming establishment
1139,gas
5440,gas appliance
6699,gas field
6921,gas industry
3738,gasohol
1142,gas pipeline
7395,gas supply
5718,gastrointestinal disease
6115,GATS
1136,GATT
7992,Gävleborg county
5776,GCC countries
6787,gelatine
1209,Gelderland
3913,gender equality
c_558c1e00,gender identity
c_b19d7503,gender mainstreaming
c_ba4acdb2,gender reassignment
3254,general budget
5158,general budget (EU)
5328,General Court (EU)
784,general education
2590,generalised preferences
5813,general legal principle
1846,general mechanical engineering
3356,general medicine
6544,generation renewal
6568,generic drug
5768,genetically modified organism
c_2c5a05a0,genetic database
4111,genetic engineering
5651,genetics
1147,geochemistry
8438,geodesy
3326,geographical distribution
3300,geographical distribution of the population
7218,geographical information system
1948,geographical mobility
1148,geography
1151,geology
6390,geomorphology
3146,geophysical environment
1152,geophysics
435265,geopolitics
5652,Georgia
749,geothermal energy
1308,German Democratic Republic
5516,German-speaking Community
1318,Germany
1153,gerontology
1166,Ghana
1168,Gibraltar
501,gift
2706,gift item
8524,Giurgiu
4676,glass
989,glass fibre
328,glasshouse cultivation
1396,glass industry
6125,globalisation
433963,global warming
1170,glucose
5539,GNP contribution
5252,goat
4683,goatmeat
1109,goats’ milk cheese
2156,gold
880,gold-exchange standard
882,gold standard
3193,goods and services
1055,goodwill
7818,Gorenjska
7819,Goriška
8535,Gorj
7996,Gotland county
6897,governance
1172,government
2800,government bill
1173,government-in-exile
2506,government policy
3063,government programme
6896,government statement
4729,government violence
4150,grande école
2888,grape
7363,graphic illustration
4338,grassland
1180,Greater Antilles
4296,Greater Copenhagen
7976,Greater Poland province
3407,Great Maghreb
1182,Greece
861,green area
c_749f2ce9,green economy
